Alert_Num;Attack Technique Ids;Entities;Ent-Relationships;ID;Investigation Ids;Metadata-Confidence;Metadata-Created At;Metadata-Creator Detector Id;Metadata-Creator Detector Version;Metadata-Creator Rule Id;Metadata-Creator Rule Version;Metadata-Engine Name;Metadata-Severity;Metadata-Title;Sensor Types;Status;Suppressed;Suppressed Rules;Tactics;Technique_id;Metadata-First Resolved At
1;['T1110.003'];['sensorId:FGT_INC', 'targetUserName:xbian', 'targetUserName:pdossantos', 'targetUserName:gmou', 'targetUserName:obrito', 'targetUserName:mdong', 'targetUserName:bjadhav', 'targetUserName:epanda', 'latLon:55.7386,37.6068', 'targetUserName:ccontreras', 'sourceIpAddress:45.130.145.60', 'ipAddress:45.130.145.60', 'city:0', 'targetUserName:qmiller', 'targetUserName:qbasumatary', 'targetUserName:famin', 'targetUserName:qzhuo', 'targetUserName:ebakhash', 'targetUserName:ugao', 'targetUserName:khua', 'targetUserName:xmorgan', 'targetUserName:wanwar', 'targetUserName:udemir', 'targetUserName:tamir', 'sensorHostId:FGT_INC_root', 'country:2017370', 'targetUserName:mshankar', 'targetUserName:ejian', 'targetUserName:sdealmeida', 'targetUserName:psolis', 'targetUserName:tmonteiro', 'targetUserName:zsarkar', 'targetUserName:uaktar', 'targetUserName:ahamid', 'targetUserName:amahto', 'targetUserName:pko', 'targetUserName:rfrancis', 'targetUserName:gxue', 'targetUserName:kfernandez', 'targetUserName:tshankar', 'targetUserName:gjoseph', 'targetUserName:vherrera', 'targetUserName:cnahar', 'targetUserName:lotieno', 'targetUserName:ttraore', 'targetUserName:dverma', 'destHostName:FGT_INC', 'targetUserName:bsosa', 'targetUserName:fhamed', 'targetUserName:mmuhammed', 'targetUserName:aansari', 'targetUserName:privas', 'targetUserName:afuentes', 'targetUserName:hjackson', 'sensorType:FORTIGATE_FW', 'targetUserName:bjing'];[{'from_entity': 'sourceIpAddress:45.130.145.60', 'relationship': 'geolocatedAt', 'to_entity': 'city:0'}, {'from_entity': 'sourceIpAddress:45.130.145.60', 'relationship': 'geolocatedAt', 'to_entity': 'country:2017370'}, {'from_entity': 'sourceIpAddress:45.130.145.60', 'relationship': 'geolocatedAt', 'to_entity': 'latLon:55.7386,37.6068'}];alert://priv:password-spray-detector:148351:1744585825000:9e6e83df-5b0a-57b4-816c-860e4c2f8489;[];0.5;1744585825;app:detect:password-spray-detector;1.14.4;b58386e6-fbe4-580e-a7d0-994d2d6a114f;1665757166;app:detect:password-spray-detector;0.1;Attempted password spray from 45.130.145.60;['FORTIGATE_FW'];OPEN;False;[];[{'mitre_attack_info': None}, {'mitre_attack_info': None}, {'mitre_attack_info': {'tactics': ['credential-access'], 'technique_id': 'T1110.003'}}];0
2;['T1110.003'];['destHostName:FGT_INC', 'sourceIpAddress:80.64.30.218', 'targetUserName:wgsadmin', 'targetUserName:admkk', 'targetUserName:ybbadmin', 'targetUserName:zleadm', 'targetUserName:vusicnadm', 'targetUserName:qutadm', 'targetUserName:chvadm', 'targetUserName:kn.admin', 'targetUserName:qusadm', 'targetUserName:clzadmin', 'sensorId:FGT_INC', 'targetUserName:qsuadm', 'targetUserName:zpgadm', 'targetUserName:qbxadmin', 'targetUserName:adaadm', 'targetUserName:judadmin', 'targetUserName:tptadm', 'targetUserName:ankadm', 'sensorType:FORTIGATE_FW', 'targetUserName:oizadmin', 'targetUserName:cubadmin', 'targetUserName:frqadmin', 'targetUserName:lmhadmin', 'targetUserName:fqzadm', 'targetUserName:suxadm', 'sensorHostId:FGT_INC_root', 'targetUserName:ngsadm', 'targetUserName:ladmin', 'targetUserName:ujcadmin', 'targetUserName:ljuadm', 'targetUserName:mcpcadm', 'targetUserName:admbv', 'country:2017370', 'targetUserName:joradm', 'targetUserName:ukadmin', 'targetUserName:okoadm', 'targetUserName:mmgadmin', 'targetUserName:hudadm', 'targetUserName:rahadm', 'city:0', 'latLon:55.7386,37.6068', 'targetUserName:zmoadmin', 'targetUserName:heiadmin', 'targetUserName:wczadm', 'ipAddress:80.64.30.218', 'targetUserName:injadmin', 'targetUserName:zdtadmin', 'targetUserName:gktadm'];[{'from_entity': 'sourceIpAddress:80.64.30.218', 'relationship': 'geolocatedAt', 'to_entity': 'city:0'}, {'from_entity': 'sourceIpAddress:80.64.30.218', 'relationship': 'geolocatedAt', 'to_entity': 'country:2017370'}, {'from_entity': 'sourceIpAddress:80.64.30.218', 'relationship': 'geolocatedAt', 'to_entity': 'latLon:55.7386,37.6068'}];alert://priv:password-spray-detector:148351:1744585625000:55a53857-5f80-5309-bcda-a72d99c33775;[];0.5;1744585625;app:detect:password-spray-detector;1.14.4;b58386e6-fbe4-580e-a7d0-994d2d6a114f;1665757166;app:detect:password-spray-detector;0.1;Attempted password spray from 80.64.30.218;['FORTIGATE_FW'];OPEN;False;[];[{'mitre_attack_info': None}, {'mitre_attack_info': None}, {'mitre_attack_info': {'tactics': ['credential-access'], 'technique_id': 'T1110.003'}}];0
3;['T1110.003'];['destHostName:FGT_INC', 'targetUserName:jalvarado', 'targetUserName:xmiranda', 'sourceIpAddress:92.255.85.43', 'targetUserName:asinh', 'targetUserName:lkhalaf', 'targetUserName:pmarin', 'targetUserName:yidris', 'targetUserName:iandrade', 'targetUserName:lthanh', 'targetUserName:sfrancisco', 'targetUserName:sgamal', 'targetUserName:xqian', 'targetUserName:lakter', 'targetUserName:jfischer', 'targetUserName:totieno', 'country:1819730', 'targetUserName:gdasilva', 'targetUserName:omoses', 'targetUserName:jzhao', 'targetUserName:faziz', 'targetUserName:igou', 'targetUserName:vhamad', 'targetUserName:kwilliams', 'targetUserName:fpeng', 'targetUserName:jhuynh', 'targetUserName:isandoval', 'sensorId:FGT_INC', 'targetUserName:ghameed', 'targetUserName:pguzman', 'targetUserName:hhuo', 'latLon:22.2578,114.1657', 'targetUserName:tzou', 'targetUserName:jroberts', 'targetUserName:xjena', 'targetUserName:hghosh', 'targetUserName:ncarter', 'targetUserName:ibarman', 'city:0', 'targetUserName:dahmad', 'targetUserName:dwatanabe', 'targetUserName:frasheed', 'sensorHostId:FGT_INC_root', 'targetUserName:cnakamura', 'targetUserName:operalta', 'targetUserName:rsangma', 'targetUserName:ydelima', 'sensorType:FORTIGATE_FW', 'targetUserName:eromero', 'targetUserName:dbennett', 'ipAddress:92.255.85.43', 'targetUserName:ocortes', 'targetUserName:mkhaled', 'targetUserName:wabebe'];[{'from_entity': 'sourceIpAddress:92.255.85.43', 'relationship': 'geolocatedAt', 'to_entity': 'city:0'}, {'from_entity': 'sourceIpAddress:92.255.85.43', 'relationship': 'geolocatedAt', 'to_entity': 'country:1819730'}, {'from_entity': 'sourceIpAddress:92.255.85.43', 'relationship': 'geolocatedAt', 'to_entity': 'latLon:22.2578,114.1657'}];alert://priv:password-spray-detector:148351:1744583932000:fcc4b51b-5eea-5657-adc8-b4c81c065825;[];0.5;1744583932;app:detect:password-spray-detector;1.14.4;b58386e6-fbe4-580e-a7d0-994d2d6a114f;1665757166;app:detect:password-spray-detector;0.1;Attempted password spray from 92.255.85.43;['FORTIGATE_FW'];OPEN;False;[];[{'mitre_attack_info': None}, {'mitre_attack_info': None}, {'mitre_attack_info': {'tactics': ['credential-access'], 'technique_id': 'T1110.003'}}];0
4;['T1110.003'];['sourceIpAddress:92.255.85.49', 'targetUserName:security', 'targetUserName:karla', 'targetUserName:geust', 'targetUserName:gatekeeper', 'ipAddress:92.255.85.49', 'targetUserName:crmadmin', 'targetUserName:mbrown', 'targetUserName:shields', 'targetUserName:chds', 'targetUserName:mssk', 'targetUserName:admn', 'targetUserName:dbritt', 'targetUserName:abfx', 'targetUserName:kcladminez', 'destHostName:FGT_INC', 'country:1819730', 'latLon:22.2578,114.1657', 'targetUserName:ekuo', 'sensorType:FORTIGATE_FW', 'city:0', 'targetUserName:csanchez', 'targetUserName:rodrick', 'targetUserName:scottlehr', 'targetUserName:kobweb', 'targetUserName:bswsadm', 'targetUserName:kantech', 'targetUserName:informix', 'sensorId:FGT_INC', 'sensorHostId:FGT_INC_root', 'targetUserName:micros', 'targetUserName:tomas', 'targetUserName:dti', 'targetUserName:mwall', 'targetUserName:cadmin'];[{'from_entity': 'sourceIpAddress:92.255.85.49', 'relationship': 'geolocatedAt', 'to_entity': 'city:0'}, {'from_entity': 'sourceIpAddress:92.255.85.49', 'relationship': 'geolocatedAt', 'to_entity': 'country:1819730'}, {'from_entity': 'sourceIpAddress:92.255.85.49', 'relationship': 'geolocatedAt', 'to_entity': 'latLon:22.2578,114.1657'}];alert://priv:password-spray-detector:148351:1744581895000:899ffc84-1f44-57d1-846b-4a3a831f640d;[];0.5;1744581895;app:detect:password-spray-detector;1.14.4;b58386e6-fbe4-580e-a7d0-994d2d6a114f;1665757166;app:detect:password-spray-detector;0.1;Attempted password spray from 92.255.85.49;['FORTIGATE_FW'];OPEN;False;[];[{'mitre_attack_info': None}, {'mitre_attack_info': None}, {'mitre_attack_info': {'tactics': ['credential-access'], 'technique_id': 'T1110.003'}}];0
5;['T1078'];['sensorId:FGT_INC', 'sensorHostId:FGT_INC_root', 'ipAddress:177.27.22.79', 'city:3451190', 'country:3469034', 'targetUserName:rafael.cadete', 'sourceIpAddress:177.27.22.79', 'ipAddress:172.20.14.21', 'latLon:-22.9201,-43.0811', 'destIpAddress:172.20.14.21', 'sensorType:FORTIGATE_FW'];[{'from_entity': 'sourceIpAddress:177.27.22.79', 'relationship': 'connectedTo', 'to_entity': 'destIpAddress:172.20.14.21'}, {'from_entity': 'sourceIpAddress:177.27.22.79', 'relationship': 'geolocatedAt', 'to_entity': 'city:3451190'}, {'from_entity': 'sourceIpAddress:177.27.22.79', 'relationship': 'geolocatedAt', 'to_entity': 'country:3469034'}, {'from_entity': 'sourceIpAddress:177.27.22.79', 'relationship': 'geolocatedAt', 'to_entity': 'latLon:-22.9201,-43.0811'}];alert://priv:tactic-detector:148351:1744573881945:a73cec83-ca83-5fa6-bdcd-90fa6ac167a6;[];0.1;1744573881;app:detect:tactic-detector;4.0.0;UnseenIPAddressUserLevel:3b7bee41-3283-4c85-91e5-7db452fe53c8;1689885755;app:detect:tacticGraphDetectorAuthWithProfiles;0.1;Unseen IP Address 177.27.22.79 From User Login (rafael.cadete);['FORTIGATE_FW'];OPEN;False;[];[{'mitre_attack_info': None}, {'mitre_attack_info': None}, {'mitre_attack_info': {'tactics': ['defense-evasion', 'persistence', 'privilege-escalation', 'initial-access'], 'technique_id': 'T1078'}}];0
6;['T1078'];['sensorId:FGT_INC', 'sensorHostId:FGT_INC_root', 'ipAddress:172.20.14.21', 'city:3451190', 'destIpAddress:172.20.14.21', 'targetUserName:rafael.cadete', 'sourceIpAddress:177.27.22.79', 'sensorType:FORTIGATE_FW', 'ipAddress:177.27.22.79', 'country:3469034', 'latLon:-22.9201,-43.0811'];[{'from_entity': 'sourceIpAddress:177.27.22.79', 'relationship': 'geolocatedAt', 'to_entity': 'latLon:-22.9201,-43.0811'}, {'from_entity': 'sourceIpAddress:177.27.22.79', 'relationship': 'connectedTo', 'to_entity': 'destIpAddress:172.20.14.21'}, {'from_entity': 'sourceIpAddress:177.27.22.79', 'relationship': 'geolocatedAt', 'to_entity': 'city:3451190'}, {'from_entity': 'sourceIpAddress:177.27.22.79', 'relationship': 'geolocatedAt', 'to_entity': 'country:3469034'}];alert://priv:tactic-detector:148351:1744573881945:b3c50a0f-fc3a-54d1-bd36-d463c27ca1f2;[];0.1;1744573881;app:detect:tactic-detector;4.0.0;UnseenIPAddressTenantLevel:02309cf6-604f-46b5-842a-9fbf3832adcd;1689885755;app:detect:tacticGraphDetectorAuthWithProfiles;0.1;Unseen IP Address 177.27.22.79 For Tenant From User Login (rafael.cadete);['FORTIGATE_FW'];OPEN;False;[];[{'mitre_attack_info': None}, {'mitre_attack_info': None}, {'mitre_attack_info': {'tactics': ['defense-evasion', 'persistence', 'privilege-escalation', 'initial-access'], 'technique_id': 'T1078'}}];0
7;['T1078'];['sensorId:FGT_INC', 'sensorHostId:FGT_INC_root', 'latLon:-22.9201,-43.0811', 'country:3469034', 'targetUserName:rafael.cadete', 'sourceIpAddress:177.27.1.245', 'sensorType:FORTIGATE_FW', 'ipAddress:177.27.1.245', 'city:3451190'];[{'from_entity': 'sourceIpAddress:177.27.1.245', 'relationship': 'geolocatedAt', 'to_entity': 'city:3451190'}, {'from_entity': 'sourceIpAddress:177.27.1.245', 'relationship': 'geolocatedAt', 'to_entity': 'country:3469034'}, {'from_entity': 'sourceIpAddress:177.27.1.245', 'relationship': 'geolocatedAt', 'to_entity': 'latLon:-22.9201,-43.0811'}];alert://priv:tactic-detector:148351:1744573881946:2633d4ff-22a0-530b-a155-f98f06826b41;[];0.1;1744573881;app:detect:tactic-detector;4.0.0;UnseenIPAddressTenantLevel:02309cf6-604f-46b5-842a-9fbf3832adcd;1689885755;app:detect:tacticGraphDetectorAuthWithProfiles;0.1;Unseen IP Address 177.27.1.245 For Tenant From User Login (rafael.cadete);['FORTIGATE_FW'];OPEN;False;[];[{'mitre_attack_info': None}, {'mitre_attack_info': None}, {'mitre_attack_info': {'tactics': ['defense-evasion', 'persistence', 'privilege-escalation', 'initial-access'], 'technique_id': 'T1078'}}];0
8;['T1078'];['sensorId:FGT_INC', 'sensorType:FORTIGATE_FW', 'city:3451190', 'targetUserName:rafael.cadete', 'sourceIpAddress:177.27.1.245', 'sensorHostId:FGT_INC_root', 'ipAddress:177.27.1.245', 'country:3469034', 'latLon:-22.9201,-43.0811'];[{'from_entity': 'sourceIpAddress:177.27.1.245', 'relationship': 'geolocatedAt', 'to_entity': 'city:3451190'}, {'from_entity': 'sourceIpAddress:177.27.1.245', 'relationship': 'geolocatedAt', 'to_entity': 'country:3469034'}, {'from_entity': 'sourceIpAddress:177.27.1.245', 'relationship': 'geolocatedAt', 'to_entity': 'latLon:-22.9201,-43.0811'}];alert://priv:tactic-detector:148351:1744573881946:54aa4f31-78aa-5c06-beb4-7ca4a8679bfa;[];0.1;1744573881;app:detect:tactic-detector;4.0.0;UnseenIPAddressUserLevel:3b7bee41-3283-4c85-91e5-7db452fe53c8;1689885755;app:detect:tacticGraphDetectorAuthWithProfiles;0.1;Unseen IP Address 177.27.1.245 From User Login (rafael.cadete);['FORTIGATE_FW'];OPEN;False;[];[{'mitre_attack_info': None}, {'mitre_attack_info': None}, {'mitre_attack_info': {'tactics': ['defense-evasion', 'persistence', 'privilege-escalation', 'initial-access'], 'technique_id': 'T1078'}}];0
9;['T1110.003'];['targetUserName:lcelik', 'targetUserName:qsi', 'destHostName:FGT_INC', 'sensorId:FGT_INC', 'targetUserName:ualmeida', 'targetUserName:vdonascimento', 'targetUserName:osalem', 'targetUserName:bmehmood', 'targetUserName:rfernando', 'targetUserName:jdearaujo', 'targetUserName:kbailey', 'targetUserName:ypinto', 'city:0', 'targetUserName:owilson', 'targetUserName:lsadiq', 'sensorHostId:FGT_INC_root', 'targetUserName:zhuynh', 'targetUserName:wshen', 'targetUserName:ffuentes', 'targetUserName:dpinto', 'targetUserName:dxiao', 'targetUserName:ymahto', 'targetUserName:rochoa', 'targetUserName:zcoulibaly', 'targetUserName:ison', 'targetUserName:kkadam', 'targetUserName:kashraf', 'targetUserName:ksekh', 'targetUserName:sbennett', 'targetUserName:namadi', 'targetUserName:vsuleiman', 'targetUserName:lhua', 'targetUserName:gsunday', 'sensorType:FORTIGATE_FW', 'targetUserName:emustafa', 'targetUserName:crobinson', 'targetUserName:fbagdi', 'targetUserName:yrathav', 'targetUserName:xbiswas', 'latLon:22.2578,114.1657', 'targetUserName:lmajhi', 'targetUserName:wjadhav', 'targetUserName:glou', 'targetUserName:buddin', 'targetUserName:zafzal', 'targetUserName:csheik', 'targetUserName:mzhan', 'targetUserName:pmore', 'targetUserName:ffang', 'targetUserName:onguyen', 'targetUserName:oivanov', 'ipAddress:92.255.85.40', 'targetUserName:mniu', 'targetUserName:upandey', 'targetUserName:pumar', 'targetUserName:emorris', 'targetUserName:icao', 'targetUserName:ikouadio', 'targetUserName:myar', 'targetUserName:gtoure', 'targetUserName:rlatif', 'targetUserName:vkobayashi', 'targetUserName:lromero', 'targetUserName:pyusuf', 'targetUserName:mtaylor', 'targetUserName:varif', 'targetUserName:ryin', 'targetUserName:lhosen', 'targetUserName:bmusa', 'sourceIpAddress:92.255.85.40', 'country:1819730', 'targetUserName:enarayan', 'targetUserName:brosa', 'targetUserName:ssato', 'targetUserName:esmith', 'targetUserName:darias', 'targetUserName:xdevi', 'targetUserName:osantos', 'targetUserName:utian', 'targetUserName:xpaswan', 'targetUserName:enayak'];[{'from_entity': 'sourceIpAddress:92.255.85.40', 'relationship': 'geolocatedAt', 'to_entity': 'latLon:22.2578,114.1657'}, {'from_entity': 'sourceIpAddress:92.255.85.40', 'relationship': 'geolocatedAt', 'to_entity': 'city:0'}, {'from_entity': 'sourceIpAddress:92.255.85.40', 'relationship': 'geolocatedAt', 'to_entity': 'country:1819730'}];alert://priv:password-spray-detector:148351:1744571734000:8376d8d5-328e-5993-81ea-272416eabb02;[];0.5;1744571734;app:detect:password-spray-detector;1.14.4;b58386e6-fbe4-580e-a7d0-994d2d6a114f;1665757166;app:detect:password-spray-detector;0.1;Attempted password spray from 92.255.85.40;['FORTIGATE_FW'];OPEN;False;[];[{'mitre_attack_info': None}, {'mitre_attack_info': None}, {'mitre_attack_info': {'tactics': ['credential-access'], 'technique_id': 'T1110.003'}}];0
10;['T1110.003'];['targetUserName:pacrapp', 'targetUserName:bhnitbd', 'targetUserName:chandra', 'sourceIpAddress:92.255.85.49', 'country:1819730', 'latLon:22.2578,114.1657', 'targetUserName:rex', 'targetUserName:omega', 'targetUserName:itsuppcrt', 'sensorId:FGT_INC', 'targetUserName:voicemail', 'targetUserName:sung', 'targetUserName:tms', 'destHostName:FGT_INC', 'targetUserName:maricel', 'targetUserName:cards', 'targetUserName:alanjvps', 'sensorHostId:FGT_INC_root', 'sensorType:FORTIGATE_FW', 'ipAddress:92.255.85.49', 'targetUserName:tmurzens', 'targetUserName:techs', 'targetUserName:jcallies', 'targetUserName:mlsadmin', 'city:0', 'targetUserName:hamid', 'targetUserName:danish'];[{'from_entity': 'sourceIpAddress:92.255.85.49', 'relationship': 'geolocatedAt', 'to_entity': 'city:0'}, {'from_entity': 'sourceIpAddress:92.255.85.49', 'relationship': 'geolocatedAt', 'to_entity': 'country:1819730'}, {'from_entity': 'sourceIpAddress:92.255.85.49', 'relationship': 'geolocatedAt', 'to_entity': 'latLon:22.2578,114.1657'}];alert://priv:password-spray-detector:148351:1744569269000:400c7723-5e56-5d5b-b614-50b6c09daa2c;[];0.5;1744569269;app:detect:password-spray-detector;1.14.4;b58386e6-fbe4-580e-a7d0-994d2d6a114f;1665757166;app:detect:password-spray-detector;0.1;Attempted password spray from 92.255.85.49;['FORTIGATE_FW'];OPEN;False;[];[{'mitre_attack_info': None}, {'mitre_attack_info': None}, {'mitre_attack_info': {'tactics': ['credential-access'], 'technique_id': 'T1110.003'}}];0
